method,method_d,method_cat,round,time
TKO,Leg Kick,Kick,2,02:00
TKO,Cut,Stoppage,2,02:00
TKO,Punches,Punch,2,02:01
Submission,Straight Armbar,Lock,2,02:02
TKO,Punches,Punch,2,02:02
KO,Punch,Punch,2,02:04
Submission,Triangle Choke,Choke,2,02:04
Submission,Armbar,Lock,2,02:04
Submission,Kimura,Lock,2,02:04
TKO,Punches,Punch,2,02:04
Submission,Rear-Naked Choke,Choke,2,02:05
TKO,Punches,Punch,2,02:07
KO,Spinning Back Fist,Punch,2,02:09
Submission,Rear-Naked Choke,Choke,2,02:09
Submission,Triangle Choke,Choke,2,02:09
TKO,Punches,Punch,2,02:09
Submission,Rear-Naked Choke,Choke,2,02:10
Submission,Rear-Naked Choke,Choke,2,02:10
Submission,Kimura,Lock,2,02:10
TKO,Spinning Back Kick,Kick,2,02:10
Submission,Guillotine Choke,Choke,2,02:11
Submission,Elbows,Elbow,2,02:11
TKO,Elbows,Elbow,2,02:11
Submission,Arm-Triangle Choke,Choke,2,02:12
Submission,Rear-Naked Choke,Choke,2,02:12
Submission,Guillotine Choke,Choke,2,02:13
Submission,Punches,Punch,2,02:13
TKO,Punches,Punch,2,02:14
TKO,Doctor Stoppage,Stoppage,2,02:14
Submission,Triangle Armbar,Lock,2,02:15
Submission,Arm-Triangle Choke,Choke,2,02:16
Submission,Guillotine Choke,Choke,2,02:16
TKO,Punches,Punch,2,02:16
TKO,Knees,Knee,2,02:17
Submission,Guillotine Choke,Choke,2,02:18
Submission,Arm-Triangle Choke,Choke,2,02:19
Submission,Rear-Naked Choke,Choke,2,02:19
TKO,Punches,Punch,2,02:19
TKO,Punches,Punch,2,02:20
TKO,Punches,Punch,2,02:20
TKO,Doctor Stoppage,Stoppage,2,02:20
TKO,Punches,Punch,2,02:21
KO,Punches,Punch,2,02:22
Submission,Rear-Naked Choke,Choke,2,02:22
TKO,Punches,Punch,2,02:22
TKO,Punches,Punch,2,02:24
Submission,Rear-Naked Choke,Choke,2,02:25
TKO,Punches,Punch,2,02:27
TKO,Punches,Punch,2,02:27
TKO,Punches,Punch,2,02:27
TKO,Knee and Punches,Striking,2,02:27
DQ,Illegal Upkick,Illegal,2,02:28
Submission,Armbar,Lock,2,02:28
Submission,Injury,Stoppage,2,02:28
TKO,Punches,Punch,2,02:28
Submission,Rear-Naked Choke,Choke,2,02:29
Submission,Rear-Naked Choke,Choke,2,02:29
Submission,Kimura,Lock,2,02:29
TKO,Punches,Punch,2,02:29
TKO,Flying Knee and Punches,Striking,2,02:29
TKO,Punches,Punch,2,02:30
KO,Punches,Punch,2,02:31
KO,Punches,Punch,2,02:31
Submission,Rear-Naked Choke,Choke,2,02:31
KO,Punch,Punch,2,02:32
KO,Punches,Punch,2,02:32
TKO,Elbows,Elbow,2,02:32
Submission,Guillotine Choke,Choke,2,02:34
TKO,Punches,Punch,2,02:34
Submission,Rear-Naked Choke,Choke,2,02:36
TKO,Kick to the Body and Elbows,Striking,2,02:36
NC,Accidental Eye Poke,Accident,2,02:37
Submission,Rear-Naked Choke,Choke,2,02:37
TKO,Punches,Punch,2,02:37
Submission,Brabo Choke,Choke,2,02:38
Submission,Guillotine Choke,Choke,2,02:38
Submission,Rear-Naked Choke,Choke,2,02:38
TKO,Punches and Elbows,Striking,2,02:38
Submission,Kneebar,Lock,2,02:39
Submission,Rear-Naked Choke,Choke,2,02:41
Submission,Armbar,Lock,2,02:41
TKO,Punches,Punch,2,02:41
KO,Head Kick,Kick,2,02:42
Submission,Guillotine Choke,Choke,2,02:42
Submission,Guillotine Choke,Choke,2,02:43
Submission,Kimura,Lock,2,02:43
TKO,Knee and Punches,Striking,2,02:43
Submission,Armbar,Lock,2,02:44
TKO,Punches,Punch,2,02:44
KO,Punch,Punch,2,02:45
NC,Overturned by CABMMA,Illegal,2,02:45
KO,Punch,Punch,2,02:46
KO,Punches,Punch,2,02:47
TKO,Punches,Punch,2,02:47
TKO,Doctor Stoppage,Stoppage,2,02:47
Submission,Rear-Naked Choke,Choke,2,02:48
Submission,Rear-Naked Choke,Choke,2,02:49
Submission,Rear-Naked Choke,Choke,2,02:49
Submission,Triangle Choke,Choke,2,02:49
Submission,Straight Armbar,Lock,2,02:49
TKO,Punches,Punch,2,02:50
TKO,Punches,Punch,2,02:51
KO,Punch,Punch,2,02:52
Submission,Rear-Naked Choke,Choke,2,02:52
TKO,Doctor Stoppage,Stoppage,2,02:52
KO,Punch,Punch,2,02:53
KO,Punches,Punch,2,02:53
Submission,Triangle Choke,Choke,2,02:53
TKO,Punches and Elbows,Striking,2,02:53
TKO,Spinning Back Kick and Punches,Striking,2,02:53
Submission,Brabo Choke,Choke,2,02:54
TKO,Punches,Punch,2,02:54
Submission,Kimura,Lock,2,02:55
TKO,Punches,Punch,2,02:55
TKO,Cut,Stoppage,2,02:55
KO,Head Kick,Kick,2,02:57
Submission,Guillotine Choke,Choke,2,02:57
Submission,Rear-Naked Choke,Choke,2,02:57
Submission,Rear-Naked Choke,Choke,2,02:57
Submission,Achilles Lock,Lock,2,02:57
KO,Knee,Knee,2,03:00
KO,Punch,Punch,2,03:00
KO,Punch,Punch,2,03:01
TKO,Punches,Punch,2,03:01
TKO,Punches,Punch,2,03:04
Submission,Rear-Naked Choke,Choke,2,03:05
Submission,Rear-Naked Choke,Choke,2,03:05
Submission,Armbar,Lock,2,03:05
Submission,Straight Armbar,Lock,2,03:05
Submission,Arm-Triangle Choke,Choke,2,03:06
Submission,Rear-Naked Choke,Choke,2,03:06
Submission,Triangle Choke,Choke,2,03:06
TKO,Punches,Punch,2,03:07
TKO,Punches,Punch,2,03:07
TKO,Punches,Punch,2,03:07
KO,Head Kick,Kick,2,03:08
Submission,Armbar,Lock,2,03:08
TKO,Punches,Punch,2,03:08
Submission,Rear-Naked Choke,Choke,2,03:09
TKO,Punches,Punch,2,03:09
Submission,Rear-Naked Choke,Choke,2,03:11
Submission,Rear-Naked Choke,Choke,2,03:12
Submission,Rear-Naked Choke,Choke,2,03:12
TKO,Punches,Punch,2,03:12
Submission,Rear-Naked Choke,Choke,2,03:13
Submission,Rear-Naked Choke,Choke,2,03:14
TKO,Elbows,Elbow,2,03:14
TKO,Punches,Punch,2,03:15
TKO,Elbows,Elbow,2,03:16
TKO,Punches,Punch,2,03:18
TKO,Punches,Punch,2,03:18
TKO,Punches and Elbows,Striking,2,03:18
Submission,Armbar,Lock,2,03:19
TKO,Punches,Punch,2,03:19
KO,Punch,Punch,2,03:20
Submission,Heel Hook,Lock,2,03:21
Submission,Guillotine Choke,Choke,2,03:22
Submission,Triangle Choke,Choke,2,03:22
Submission,Inverted Triangle Kimura,Lock,2,03:22
TKO,Knees,Knee,2,03:22
TKO,Punches,Punch,2,03:23
TKO,Doctor Stoppage,Stoppage,2,03:24
KO,Punch,Punch,2,03:25
Submission,Rear-Naked Choke,Choke,2,03:25
Submission,Punches,Punch,2,03:25
TKO,Punches,Punch,2,03:25
KO,Punch,Punch,2,03:26
TKO,Punches,Punch,2,03:26
Submission,Elbows,Elbow,2,03:27
Submission,Kimura,Lock,2,03:27
TKO,Punches,Punch,2,03:27
Submission,Rear-Naked Choke,Choke,2,03:28
TKO,Leg Kicks,Kick,2,03:28
TKO,Punches and Elbows,Striking,2,03:28
Submission,Anaconda Choke,Choke,2,03:30
Submission,Rear-Naked Choke,Choke,2,03:30
Submission,Rear-Naked Choke,Choke,2,03:30
TKO,Punches,Punch,2,03:30
KO,Head Kick and Punches,Striking,2,03:31
Submission,Guillotine Choke,Choke,2,03:32
TKO,Punches,Punch,2,03:33
Submission,Guillotine Choke,Choke,2,03:34
TKO,Punches,Punch,2,03:34
TKO,Punches,Punch,2,03:34
Submission,Triangle Choke,Choke,2,03:36
TKO,Punches,Punch,2,03:36
KO,Punches,Punch,2,03:37
Submission,Arm-Triangle Choke,Choke,2,03:38
Submission,Rear-Naked Choke,Choke,2,03:38
Submission,Rear-Naked Choke,Choke,2,03:38
TKO,Punches,Punch,2,03:38
Submission,Elbows,Elbow,2,03:39
Submission,Arm-Triangle Choke,Choke,2,03:40
TKO,Punches,Punch,2,03:40
Submission,Guillotine Choke,Choke,2,03:41
Submission,Rear-Naked Choke,Choke,2,03:41
TKO,Punches and Elbows,Striking,2,03:41
TKO,Punches and Elbows,Striking,2,03:41
Submission,Triangle Choke,Choke,2,03:43
Submission,Rear-Naked Choke,Choke,2,03:44
TKO,Head Kick and Punches,Striking,2,03:44
Submission,Guillotine Choke,Choke,2,03:45
TKO,Punches,Punch,2,03:45
Submission,Guillotine Choke,Choke,2,03:46
TKO,Punches,Punch,2,03:47
Submission,Guillotine Choke,Choke,2,03:48
Submission,Rear-Naked Choke,Choke,2,03:48
TKO,Punches and Elbows,Striking,2,03:48
KO,Punches,Punch,2,03:49
Submission,Rear-Naked Choke,Choke,2,03:49
Submission,Triangle Choke,Choke,2,03:49
Submission,Kimura,Lock,2,03:50
TKO,Punches,Punch,2,03:50
Submission,Arm-Triangle Choke,Choke,2,03:51
TKO,Punches,Punch,2,03:51
TKO,Punches,Punch,2,03:52
TKO,Knees to the Body,Knee,2,03:56
KO,Punches,Punch,2,03:57
Submission,Rear-Naked Choke,Choke,2,03:57
TKO,Punches and Elbows,Striking,2,03:57
KO,Knee,Knee,2,04:00
Submission,Rear-Naked Choke,Choke,2,04:02
TKO,Punches,Punch,2,04:02
Submission,Guillotine Choke,Choke,2,04:03
Submission,Elbows,Elbow,2,04:03
TKO,Punches,Punch,2,04:03
TKO,Punch and Knee,Striking,2,04:04
Submission,Rear-Naked Choke,Choke,2,04:05
TKO,Punches,Punch,2,04:06
TKO,Punches,Punch,2,04:07
TKO,Punches,Punch,2,04:07
KO,Punches,Punch,2,04:08
Submission,Guillotine Choke,Choke,2,04:09
Submission,Rear-Naked Choke,Choke,2,04:09
KO,Punches,Punch,2,04:10
Submission,Guillotine Choke,Choke,2,04:11
Submission,Guillotine Choke,Choke,2,04:12
KO,Head Kick and Punches,Striking,2,04:13
Submission,Rear-Naked Choke,Choke,2,04:13
Submission,Neck Crank,Lock,2,04:13
TKO,Punches,Punch,2,04:13
TKO,Punches,Punch,2,04:14
TKO,Punches,Punch,2,04:14
TKO,Punches,Punch,2,04:15
TKO,Punches,Punch,2,04:15
TKO,Cuts,Stoppage,2,04:15
Submission,Rear-Naked Choke,Choke,2,04:16
TKO,Punches,Punch,2,04:16
TKO,Punches,Punch,2,04:16
KO,Punches,Punch,2,04:17
TKO,Punches,Punch,2,04:17
TKO,Punches,Punch,2,04:17
TKO,Punches to the Body,Punch,2,04:17
Submission,Guillotine Choke,Choke,2,04:18
Submission,Rear-Naked Choke,Choke,2,04:19
Submission,Arm-Triangle Choke,Choke,2,04:20
Submission,Guillotine Choke,Choke,2,04:20
Submission,North-South Choke,Choke,2,04:20
Submission,Rear-Naked Choke,Choke,2,04:20
TKO,Punches,Punch,2,04:20
TKO,Knees and Punches,Striking,2,04:20
KO,Punch,Punch,2,04:21
KO,Punches,Punch,2,04:21
TKO,Punches,Punch,2,04:23
TKO,Punches,Punch,2,04:24
TKO,Punches,Punch,2,04:24
TKO,Doctor Stoppage,Stoppage,2,04:24
Submission,Punches,Punch,2,04:25
TKO,Punches,Punch,2,04:25
TKO,Leg Injury,Stoppage,2,04:26
Submission,Guillotine Choke,Choke,2,04:27
KO,Punches,Punch,2,04:28
TKO,Punches,Punch,2,04:28
Submission,Anaconda Choke,Choke,2,04:29
TKO,Punches,Punch,2,04:29
TKO,Punches,Punch,2,04:29
Submission,Armbar,Lock,2,04:30
TKO,Punches,Punch,2,04:30
Submission,Rear-Naked Choke,Choke,2,04:31
Submission,Armbar,Lock,2,04:31
TKO,Punches,Punch,2,04:31
Submission,Anaconda Choke,Choke,2,04:32
TKO,Punches,Punch,2,04:34
TKO,Punches,Punch,2,04:34
TKO,Punches,Punch,2,04:35
TKO,Punches,Punch,2,04:35
Submission,Guillotine Choke,Choke,2,04:36
Submission,Armbar,Lock,2,04:36
TKO,Punches,Punch,2,04:36
TKO,Upkick and Punches,Striking,2,04:37
TKO,Doctor Stoppage,Stoppage,2,04:38
Submission,Armbar,Lock,2,04:40
TKO,Leg Injury,Stoppage,2,04:41
TKO,Punches and Elbows,Striking,2,04:41
Submission,Brabo Choke,Choke,2,04:42
Submission,Rear-Naked Choke,Choke,2,04:42
TKO,Knee to the Body and Punches,Striking,2,04:42
Submission,Arm-Triangle Choke,Choke,2,04:43
Submission,Triangle Choke,Choke,2,04:43
Submission,Armbar,Lock,2,04:43
TKO,Punches,Punch,2,04:43
TKO,Head Kick,Kick,2,04:44
TKO,Punches and Elbows,Striking,2,04:44
TKO,Knees to the Body,Knee,2,04:45
Submission,Armbar,Lock,2,04:46
Submission,Rear-Naked Choke,Choke,2,04:47
Submission,Dislocated Shoulder,Lock,2,04:47
TKO,Punches,Punch,2,04:47
Submission,Rear-Naked Choke,Choke,2,04:48
TKO,Knee to the Body and Punches,Striking,2,04:48
TKO,Punches,Punch,2,04:49
TKO,Punches,Punch,2,04:49
TKO,Knees and Punches,Striking,2,04:49
KO,Punch to the Body,Punch,2,04:50
Submission,Rear-Naked Choke,Choke,2,04:50
KO,Head Kick,Kick,2,04:52
Submission,Rear-Naked Choke,Choke,2,04:52
TKO,Punches,Punch,2,04:52
TKO,Knee to the Body and Punches,Striking,2,04:52
Submission,Rear-Naked Choke,Choke,2,04:53
Submission,Guillotine Choke,Choke,2,04:54
Submission,Armbar,Lock,2,04:54
Submission,Guillotine Choke,Choke,2,04:56
TKO,Wheel Kick and Punches,Striking,2,04:56
NC,Knee to Head of Grounded Fighter,Illegal,2,04:57
Submission,Rear-Naked Choke,Choke,2,04:57
TKO,Punches,Punch,2,04:57
Submission,Rear-Naked Choke,Choke,2,04:58
Submission,Brabo Choke,Choke,2,04:59
Submission,Guillotine Choke,Choke,2,04:59
Submission,Twister,Lock,2,04:59
TKO,Punches and Elbows,Striking,2,04:59
TKO,Punches and Knee,Striking,2,04:59
Decision,Unanimous,Decision,2,05:00
Decision,Unanimous,Decision,2,05:00
Decision,Unanimous,Decision,2,05:00
Decision,Unanimous,Decision,2,05:00
Decision,Unanimous,Decision,2,05:00
Decision,Unanimous,Decision,2,05:00
Decision,Unanimous,Decision,2,05:00
TKO,Corner Stoppage,Stoppage,2,05:00
TKO,Corner Stoppage,Stoppage,2,05:00
TKO,Corner Stoppage,Stoppage,2,05:00
TKO,Corner Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Doctor Stoppage,Stoppage,2,05:00
TKO,Rib Injury,Stoppage,2,05:00
TKO,Punches,Punch,3,00:12
KO,Punch,Punch,3,00:13
TKO,Corner Stoppage,Stoppage,3,00:13
KO,Side Kick and Punches,Striking,3,00:18
KO,Head Kick,Kick,3,00:19
Submission,Rear-Naked Choke,Choke,3,00:22
KO,Punches,Punch,3,00:25
TKO,Elbows,Elbow,3,00:25
TKO,Leg Kicks,Kick,3,00:26
KO,Slam,Striking,3,00:27
KO,Head Kick,Kick,3,00:28
TKO,Punches,Punch,3,00:30
Submission,Rear-Naked Choke,Choke,3,00:31
TKO,Knee and Punches,Striking,3,00:32
TKO,Head Kick and Punches,Striking,3,00:37
KO,Punch,Punch,3,00:39
KO,Punches,Punch,3,00:39
TKO,Kick to the Body,Kick,3,00:39
TKO,Knee Injury,Stoppage,3,00:39
TKO,Punches,Punch,3,00:41
TKO,Punches,Punch,3,00:41
TKO,Punches,Punch,3,00:41
KO,Punch,Punch,3,00:44
TKO,Elbows,Elbow,3,00:45
Submission,Triangle Choke,Choke,3,00:47
TKO,Hand Injury,Stoppage,3,00:47
TKO,Punches,Punch,3,00:48
KO,Punch,Punch,3,00:51
Submission,Anaconda Choke,Choke,3,00:52
TKO,Punches,Punch,3,00:54
Submission,Armbar,Lock,3,00:58
TKO,Punches,Punch,3,00:58
Submission,Armbar,Lock,3,01:01
KO,Spinning Back Elbow,Elbow,3,01:02
TKO,Doctor Stoppage,Stoppage,3,01:04
TKO,Knees and Punches,Striking,3,01:04
TKO,Doctor Stoppage,Stoppage,3,01:05
Submission,Guillotine Choke,Choke,3,01:08
Submission,Rear-Naked Choke,Choke,3,01:09
Submission,Guillotine Choke,Choke,3,01:10
Submission,Guillotine Choke,Choke,3,01:11
TKO,Punches,Punch,3,01:15
Submission,Elbows to the Body,Elbow,3,01:16
Submission,Rear-Naked Choke,Choke,3,01:20
Submission,Arm-Triangle Choke,Choke,3,01:21
TKO,Elbows and Punches,Striking,3,01:21
Submission,Rear-Naked Choke,Choke,3,01:22
TKO,Punches,Punch,3,01:23
Submission,Rear-Naked Choke,Choke,3,01:26
Submission,Rear-Naked Choke,Choke,3,01:26
TKO,Punches,Punch,3,01:26
TKO,Punches,Punch,3,01:26
KO,Spinning Back Fist,Punch,3,01:27
Submission,Guillotine Choke,Choke,3,01:28
TKO,Punches,Punch,3,01:28
DQ,Illegal Upkick,Illegal,3,01:30
TKO,Punches,Punch,3,01:30
TKO,Punches,Punch,3,01:31
KO,Punches,Punch,3,01:32
Submission,Brabo Choke,Choke,3,01:33
Submission,Guillotine Choke,Choke,3,01:33
KO,Punch,Punch,3,01:34
TKO,Punches,Punch,3,01:34
Submission,Triangle Choke,Choke,3,01:37
TKO,Punches,Punch,3,01:37
KO,Elbows,Elbow,3,01:38
TKO,Punches,Punch,3,01:38
KO,Punches,Punch,3,01:39
Submission,Rear-Naked Choke,Choke,3,01:39
TKO,Punches,Punch,3,01:40
Submission,Guillotine Choke,Choke,3,01:41
Submission,Kimura,Lock,3,01:42
Submission,Rear-Naked Choke,Choke,3,01:43
TKO,Punches,Punch,3,01:44
KO,Punches,Punch,3,01:45
Submission,Rear-Naked Choke,Choke,3,01:47
Submission,Rear-Naked Choke,Choke,3,01:50
TKO,Punches,Punch,3,01:50
Submission,Jaw Injury,Stoppage,3,01:51
TKO,Doctor Stoppage,Stoppage,3,01:51
TKO,Punches,Punch,3,01:53
NC,Accidental Head-butt,Accident,3,01:54
TKO,Punches,Punch,3,01:54
TKO,Punches and Knees,Striking,3,01:54
Submission,Rear-Naked Choke,Choke,3,01:57
TKO,Knees to the Body,Knee,3,01:58
Submission,Armbar,Lock,3,01:59
TKO,Punches,Punch,3,01:59
Submission,Punch,Punch,3,02:00
KO,Punch,Punch,3,02:01
TKO,Punches,Punch,3,02:01
KO,Spinning Wheel Kick,Kick,3,02:02
NC,Overturned by Commission,Illegal,3,02:02
TKO,Cut,Stoppage,3,02:02
TKO,Punches,Punch,3,02:03
Submission,Armbar,Lock,3,02:04
KO,Punches,Punch,3,02:08
Submission,Rear-Naked Choke,Choke,3,02:08
TKO,Kick to the Body,Kick,3,02:08
KO,Punch,Punch,3,02:10
Submission,Arm-Triangle Choke,Choke,3,02:11
TKO,Punches,Punch,3,02:11
TKO,Punches,Punch,3,02:11
TKO,Punches,Punch,3,02:11
Submission,Arm-Triangle Choke,Choke,3,02:13
Submission,Arm-Triangle Choke,Choke,3,02:13
Submission,Guillotine Choke,Choke,3,02:13
Submission,Guillotine Choke,Choke,3,02:15
TKO,Punches,Punch,3,02:15
TKO,Punches,Punch,3,02:18
TKO,Doctor Stoppage,Stoppage,3,02:21
Submission,Guillotine Choke,Choke,3,02:24
TKO,Punches,Punch,3,02:24
Submission,Rear-Naked Choke,Choke,3,02:25
TKO,Punches and Elbows,Striking,3,02:26
TKO,Punches,Punch,3,02:27
TKO,Punches,Punch,3,02:27
TKO,Punches,Punch,3,02:28
Submission,Rear-Naked Choke,Choke,3,02:31
KO,Punch,Punch,3,02:32
KO,Punch,Punch,3,02:33
KO,Slam,Striking,3,02:35
Submission,Rear-Naked Choke,Choke,3,02:35
TKO,Punches and Knees,Striking,3,02:37
Submission,Rear-Naked Choke,Choke,3,02:38
Submission,Rear-Naked Choke,Choke,3,02:39
TKO,Punches,Punch,3,02:39
Submission,Rear-Naked Choke,Choke,3,02:40
Submission,Triangle Choke,Choke,3,02:40
TKO,Punches,Punch,3,02:40
Submission,Rear-Naked Choke,Choke,3,02:44
Submission,Triangle Choke,Choke,3,02:44
KO,Head Kick,Kick,3,02:45
TKO,Punches,Punch,3,02:46
TKO,Submission to Heel Strikes,Striking,3,02:47
Submission,Triangle Armbar,Lock,3,02:49
Submission,Bulldog Choke,Choke,3,02:50
Submission,Rear-Naked Choke,Choke,3,02:52
TKO,Punches,Punch,3,02:54
TKO,Knees and Elbow,Striking,3,02:55
Submission,Kimura,Lock,3,02:56
TKO,Punches and Knee,Striking,3,02:57
TKO,Punches,Punch,3,02:58
TKO,Punches,Punch,3,03:00
TKO,Knee and Punches,Striking,3,03:06
Submission,Rear-Naked Choke,Choke,3,03:10
Submission,Triangle Choke,Choke,3,03:10
TKO,Knee and Punches,Striking,3,03:10
Submission,Straight Armbar,Lock,3,03:11
Submission,Guillotine Choke,Choke,3,03:12
TKO,Elbows and Punches,Striking,3,03:12
KO,Punch to the Body,Punch,3,03:14
Submission,Armbar,Lock,3,03:15
Submission,Rear-Naked Choke,Choke,3,03:16
Submission,Triangle Choke,Choke,3,03:16
KO,Punch,Punch,3,03:18
Submission,Rear-Naked Choke,Choke,3,03:19
TKO,Punches,Punch,3,03:19
TKO,Punches and Knees,Striking,3,03:20
TKO,Punches and Elbows,Striking,3,03:23
TKO,Punches,Punch,3,03:24
TKO,Punches,Punch,3,03:24
TKO,Punches,Punch,3,03:24
Submission,Rear-Naked Choke,Choke,3,03:26
TKO,Punches,Punch,3,03:26
Submission,Japanese Necktie,Lock,3,03:27
TKO,Spinning Back Kick and Punches,Striking,3,03:27
TKO,Punches,Punch,3,03:28
TKO,Elbows and Punches,Striking,3,03:30
Submission,Armbar,Lock,3,03:31
Submission,Rear-Naked Choke,Choke,3,03:33
TKO,Knees to the Body and Punches,Striking,3,03:34
KO,Knee,Knee,3,03:35
TKO,Eye Injury,Stoppage,3,03:35
Submission,Armbar,Lock,3,03:37
TKO,Punches,Punch,3,03:37
TKO,Doctor Stoppage,Stoppage,3,03:37
Submission,Guillotine Choke,Choke,3,03:39
Submission,Arm-Triangle Choke,Choke,3,03:41
KO,Punch,Punch,3,03:44
TKO,Punches,Punch,3,03:47
Submission,Rear-Naked Choke,Choke,3,03:48
Submission,Armbar,Lock,3,03:49
TKO,Punches,Punch,3,03:50
KO,Elbow,Elbow,3,03:53
Submission,Arm-Triangle Choke,Choke,3,03:53
Submission,Arm-Triangle Choke,Choke,3,03:53
TKO,Punches,Punch,3,03:53
TKO,Punches,Punch,3,03:53
KO,Punch,Punch,3,03:56
Submission,Rear-Naked Choke,Choke,3,03:56
Submission,Triangle Choke,Choke,3,03:56
Submission,Rear-Naked Choke,Choke,3,03:57
Submission,Guillotine Choke,Choke,3,03:58
TKO,Punches,Punch,3,03:59
KO,Knee,Knee,3,04:02
Submission,Punches,Punch,3,04:03
TKO,Elbows and Punches,Striking,3,04:03
Submission,Rear-Naked Choke,Choke,3,04:06
Submission,Rear-Naked Choke,Choke,3,04:07
TKO,Knee and Punches,Striking,3,04:07
TKO,Punches,Punch,3,04:09
Submission,Triangle Choke,Choke,3,04:10
TKO,Punches,Punch,3,04:10
Submission,Armbar,Lock,3,04:11
Submission,Guillotine Choke,Choke,3,04:12
TKO,Strikes,Striking,3,04:13
Submission,Armbar,Lock,3,04:14
Submission,Guillotine Choke,Choke,3,04:16
TKO,Punches,Punch,3,04:16
KO,Spinning Hook Kick,Kick,3,04:18
TKO,Punches,Punch,3,04:18
Submission,Guillotine Choke,Choke,3,04:19
DQ,Repeated Fouls,Illegal,3,04:21
Submission,Rear-Naked Choke,Choke,3,04:21
TKO,Punches and Knee,Striking,3,04:22
TKO,Punches,Punch,3,04:23
Submission,Rear-Naked Choke,Choke,3,04:25
TKO,Punches,Punch,3,04:25
TKO,Elbows and Knees,Striking,3,04:25
Submission,Armbar,Lock,3,04:28
Submission,Guillotine Choke,Choke,3,04:30
Submission,Rear-Naked Choke,Choke,3,04:30
Submission,Pillory Choke,Choke,3,04:33
TKO,Punches,Punch,3,04:36
Submission,Rear-Naked Choke,Choke,3,04:37
KO,Superman Punch,Punch,3,04:39
Submission,Rear-Naked Choke,Choke,3,04:39
Submission,Triangle Choke,Choke,3,04:40
TKO,Punches,Punch,3,04:40
Submission,Brabo Choke,Choke,3,04:43
Submission,Guillotine Choke,Choke,3,04:44
Submission,Rear-Naked Choke,Choke,3,04:45
Submission,Rear-Naked Choke,Choke,3,04:46
Submission,Guillotine Choke,Choke,3,04:47
Submission,Triangle Choke,Choke,3,04:48
TKO,Punches,Punch,3,04:50
KO,Spinning Back Fist,Punch,3,04:51
TKO,Punches,Punch,3,04:51
TKO,Punches,Punch,3,04:53
KO,Punches,Punch,3,04:55
TKO,Elbows and Punches,Striking,3,04:55
TKO,Punches,Punch,3,04:57
KO,Punches,Punch,3,04:58
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Majority,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
Decision,Split,Decision,3,05:00
